,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisotropy Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Mineralogist: June 2018 Deposit AM-18-66285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFFY: SINGLE-CRYSTAL ELASTIC PROPERTIES OF CUBIC MINERALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Composition,Group,Structure/SG,C1,NS,r,11,44,12,K,GR,GV,G,GHS1,GHS2,GHSA,K/G,nVRH,EVRH,VP,VB,VS,VP/VS,C12/C11,C44/C11,AZ,AU,AL,AG,,n_110,n_001,,S11,S12,S44
Silicates,,,,,,g/cm3,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,-,-,GPa,km/s,km/s,km/s,-,-,-,-,-,-,%,,-,-,,GPa-1,GPa-1,GPa-1
YAGG,Y3(Al0.8Ga0.2)5O12 ,Multiple Oxide,"Garnet, Ia-3d",7,4,-,326,112,114,184.667,109.520,109.600,109.560,109.561,109.562,109.561,1.686,0.252,274.412,-,-,-,1.737,0.350,0.344,1.0566,0.0036,0.0016,0.036,,0.233,0.268,,0.0037,-0.0010,0.0089
YAGG,Y3(Al0.6Ga0.4)5O12 ,Multiple Oxide,"Garnet, Ia-3d",7,4,-,318,110,116,183.333,106.214,106.400,106.307,106.308,106.311,106.310,1.725,0.257,267.263,-,-,-,1.749,0.365,0.346,1.0891,0.0087,0.0039,0.087,,0.227,0.282,,0.0039,-0.0010,0.0091
YYbAG,"(Y0.61,Yb0.39)3Al5O12",Multiple Oxide,"Garnet, Ia-3d",7,4,5.35,327,115,109,181.667,112.522,112.600,112.561,112.562,112.562,112.562,1.614,0.243,279.879,7.875,5.827,4.587,1.717,0.333,0.352,1.0550,0.0034,0.0015,0.034,,0.225,0.258,,0.0037,-0.0009,0.0087
YYbAG,(Y0.19Yb0.89)3Al5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.23,328,115,112,184.000,112.094,112.200,112.147,112.148,112.149,112.148,1.641,0.247,279.630,7.317,5.435,4.243,1.725,0.341,0.351,1.0648,0.0047,0.0021,0.047,,0.225,0.265,,0.0037,-0.0009,0.0087
YbAG,Yb3Al5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.61,332,115,114,186.667,112.522,112.600,112.561,112.562,112.563,112.562,1.658,0.249,281.168,7.138,5.314,4.127,1.730,0.343,0.346,1.0550,0.0034,0.0015,0.034,,0.230,0.264,,0.0037,-0.0009,0.0087
LuAG,Lu3Al5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.71,342,115,112,188.667,115.000,115.000,115.000,115.000,115.000,115.000,1.641,0.247,286.740,7.139,5.303,4.140,1.725,0.327,0.336,1.0000,0.0000,0.0000,0.000,,0.247,0.247,,0.0035,-0.0009,0.0087
YIG,Y3Fe5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,5.17,269.1,76.4,111,163.700,77.438,77.460,77.449,77.450,77.450,77.450,2.114,0.296,200.697,7.186,5.627,3.870,1.857,0.412,0.284,0.9665,0.0014,0.0006,0.014,,0.308,0.286,,0.0049,-0.0014,0.0131
TIG,Tb3Fe5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.548,245.3,77.8,89.7,141.567,77.800,77.800,77.800,77.800,77.800,77.800,1.820,0.268,197.264,6.121,4.650,3.447,1.776,0.366,0.317,1.0000,0.0000,0.0000,0.000,,0.268,0.268,,0.0051,-0.0014,0.0129
EIG,Eu3Fe5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.28,255.2,74.4,108.2,157.200,74.037,74.040,74.039,74.039,74.039,74.039,2.123,0.296,191.977,6.384,5.003,3.434,1.859,0.424,0.292,1.0122,0.0002,0.0001,0.002,,0.292,0.300,,0.0052,-0.0016,0.0134
GIG,Gd3Fe5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.46,273.1,74.1,125.0,174.367,74.080,74.080,74.080,74.080,74.080,74.080,2.354,0.314,194.671,6.502,5.195,3.386,1.920,0.458,0.271,1.0007,0.0000,0.0000,0.000,,0.314,0.314,,0.0051,-0.0016,0.0135
GGG,Gd3Ga5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,7.08,286,90.2,114,171.333,88.472,88.520,88.496,88.497,88.497,88.497,1.936,0.280,226.492,6.393,4.919,3.535,1.808,0.399,0.315,1.0488,0.0027,0.0012,0.027,,0.263,0.294,,0.0045,-0.0013,0.0111
GEGG,(Gd0.85Er0.15)3Ga5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,7.14,279,86.5,106,163.667,86.500,86.500,86.500,86.560,86.540,86.550,1.892,0.275,220.631,6.251,4.788,3.481,1.796,0.380,0.310,1.0000,0.0000,0.0000,0.000,,0.275,0.275,,0.0045,-0.0012,0.0116
NGG,Nd3Ga5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.614,277.8,83.8,111.5,166.933,83.539,83.540,83.539,83.539,83.539,83.539,1.998,0.286,214.789,6.487,5.024,3.554,1.825,0.401,0.302,1.0078,0.0001,0.0000,0.001,,0.283,0.288,,0.0047,-0.0013,0.0119
SGG,Sm3Ga5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.857,280.8,86,113.5,169.267,85.044,85.060,85.052,85.052,85.053,85.052,1.990,0.285,218.551,6.421,4.968,3.522,1.823,0.404,0.306,1.0281,0.0009,0.0004,0.009,,0.275,0.293,,0.0046,-0.0013,0.0116
YGG,Y3Ga5O12,Multiple Oxide,"Garnet, Ia-3d",7,4,5.79,290.3,95.5,117.3,174.967,91.684,91.900,91.792,91.794,91.799,91.797,1.906,0.277,234.388,7.166,5.497,3.982,1.800,0.404,0.329,1.1040,0.0118,0.0053,0.118,,0.242,0.306,,0.0045,-0.0013,0.0105
GSGG,Gd3(ScGa)2Ga3O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.50,272.7,79.7,103.7,160.033,81.553,81.620,81.587,81.588,81.587,81.588,1.962,0.282,209.208,6.431,4.962,3.543,1.815,0.380,0.292,0.9432,0.0041,0.0018,0.041,,0.302,0.265,,0.0046,-0.0013,0.0125
GESGG,(Gd0.67Er0.33)3(ScGa)2Ga3O12,Multiple Oxide,"Garnet, Ia-3d",7,4,6.69,274,81.7,110.2,164.800,81.780,81.780,81.780,81.780,81.780,81.780,2.015,0.287,210.518,6.398,4.963,3.496,1.830,0.402,0.298,0.9976,0.0000,0.0000,0.000,,0.288,0.286,,0.0047,-0.0014,0.0122
LNLLGG,(La2Nd0.3Lu0.7)3Lu2Ga3O12,Multiple Oxide,"Garnet, Ia-3d",7,4,7.36,247,66,108,154.333,67.357,67.400,67.378,67.380,67.379,67.379,2.291,0.309,176.456,5.760,4.579,3.026,1.904,0.437,0.267,0.9496,0.0032,0.0014,0.032,,0.327,0.294,,0.0055,-0.0017,0.0152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Periclase,MgO  (Fe#0),Monoxide,"Rocksalt, Fm-3m",7,4.AB,3.584,296.1,156.0,94.3,161.567,128.033,133.960,130.997,130.758,131.274,131.016,1.233,0.181,309.377,9.686,6.714,6.046,1.602,0.318,0.527,1.5461,0.2315,0.1012,2.262,,0.029,0.309,,0.0040,-0.0010,0.0064
Ferropericlase,(Mg0.94F1e0.058_0.001)O  (Fe#6),Monoxide,"Rocksalt, Fm-3m",7,4.AB,3.723,281,147,101,161.000,117.287,124.200,120.744,120.455,121.132,120.793,1.333,0.200,289.788,9.300,6.576,5.695,1.633,0.359,0.523,1.6333,0.2947,0.1281,2.863,,0.026,0.350,,0.0044,-0.0012,0.0068
Ferropericlase,(Mg0.850Fe0.149_0.001)O  (Fe#15),Monoxide,"Rocksalt, Fm-3m",7,4.AB,3.948,277,131,111,166.333,106.389,111.800,109.095,108.922,109.416,109.169,1.525,0.231,268.568,8.887,6.491,5.257,1.691,0.401,0.473,1.5783,0.2543,0.1109,2.480,,0.066,0.374,,0.0047,-0.0013,0.0076
Ferropericlase,(Mg0.760Fe0.239_0.001)O  (Fe#24),Monoxide,"Rocksalt, Fm-3m",7,4.AB,4.157,266,123,114,164.667,98.608,104.200,101.404,101.228,101.767,101.498,1.624,0.245,252.401,8.493,6.294,4.939,1.720,0.429,0.462,1.6184,0.2836,0.1234,2.757,,0.069,0.399,,0.0051,-0.0015,0.0081
Ferropericlase,(Mg0.725Fe0.268_0.007)O  (Fe#27),Monoxide,"Rocksalt, Fm-3m",7,4.AB,4.227,268,121,109,162.000,100.099,104.400,102.249,102.136,102.497,102.316,1.584,0.239,253.429,8.401,6.191,4.918,1.708,0.407,0.451,1.5220,0.2148,0.0941,2.103,,0.087,0.371,,0.0049,-0.0014,0.0083
Ferropericlase,(Mg0.628Fe0.363_0.009)O  (Fe#37),Monoxide,"Rocksalt, Fm-3m",7,4.AB,4.4452,259,103,117,164.333,87.267,90.200,88.734,88.691,88.910,88.801,1.852,0.271,225.596,7.974,6.080,4.468,1.785,0.452,0.398,1.4507,0.1680,0.0739,1.653,,0.135,0.391,,0.0054,-0.0017,0.0097
Ferropericlase,(Mg0.462Fe0.515_0.009)O  (Fe#53),Monoxide,"Rocksalt, Fm-3m",7,4.AB,4.769,243,86,120,161.000,74.180,76.200,75.190,75.181,75.318,75.249,2.141,0.298,195.184,7.401,5.810,3.971,1.864,0.494,0.354,1.3984,0.1362,0.0601,1.344,,0.174,0.408,,0.0061,-0.0020,0.0116
Ferropericlase,(Mg0.423Fe0.541_0.0036)O  (Fe#56),Monoxide,"Rocksalt, Fm-3m",7,4.AB,4.847,244,83,117,159.333,73.920,75.200,74.560,74.562,74.631,74.597,2.137,0.298,193.498,7.306,5.733,3.922,1.863,0.480,0.340,1.3071,0.0866,0.0384,0.858,,0.200,0.384,,0.0059,-0.0019,0.0120
Ferropericlase,(Mg0.240Fe0.717_0.043)O  (Fe#75),Monoxide,"Rocksalt, Fm-3m",7,4.AB,5.261,234,67,123,160.000,61.872,62.400,62.136,62.145,62.165,62.155,2.575,0.328,165.043,6.794,5.515,3.437,1.977,0.526,0.286,1.2072,0.0427,0.0190,0.425,,0.259,0.389,,0.0067,-0.0023,0.0149
Ferropericlase,(Mg0.211Fe0.762_0.027)O  (Fe#78),Monoxide,"Rocksalt, Fm-3m",7,4.AB,5.37,231,63.4,122,158.333,59.513,59.840,59.676,59.683,59.693,59.688,2.653,0.333,159.047,6.656,5.430,3.334,1.997,0.528,0.274,1.1633,0.0275,0.0123,0.274,,0.277,0.382,,0.0068,-0.0024,0.0158
Wustite,Fe(0.94-0.95_0.05-0.06)O  (Fe#100),Monoxide,"Rocksalt, Fm-3m",7,4.AB,5.709,218.0,45.8,122.2,154.133,46.618,46.640,46.629,46.630,46.630,46.630,3.306,0.363,127.072,6.155,5.196,2.858,2.154,0.561,0.210,0.9562,0.0024,0.0011,0.024,,0.379,0.348,,0.0077,-0.0028,0.0218
BaO,BaO,Monoxide,"Rocksalt, Fm-3m",7,4,5.992,125.9,34.6,49.1,74.700,36.026,36.120,36.073,36.076,36.074,36.075,2.071,0.292,93.214,4.527,3.531,2.454,1.845,0.390,0.275,0.9010,0.0130,0.0058,0.130,,0.328,0.262,,0.0102,-0.0029,0.0289
Lime,CaO,Monoxide,"Rocksalt, Fm-3m",7,4.AB,3.344,222.2,80.4,59.0,113.400,80.876,80.880,80.878,80.878,80.878,80.878,1.402,0.212,196.030,8.134,5.823,4.918,1.654,0.266,0.362,0.9853,0.0003,0.0001,0.003,,0.217,0.208,,0.0051,-0.0011,0.0124
Cobalt oxide,CoO,Monoxide,"Rocksalt, Fm-3m",7,4,6.44,260,82.4,145,183.333,70.234,72.440,71.337,71.340,71.502,71.421,2.570,0.328,189.440,6.576,5.336,3.328,1.976,0.558,0.317,1.4330,0.1570,0.0691,1.546,,0.192,0.450,,0.0064,-0.0023,0.0121
Manganosite,MnO,Monoxide,"Rocksalt, Fm-3m",7,4.AB,5.37,227.3,79.1,115.8,152.967,67.750,69.760,68.755,68.747,68.889,68.818,2.225,0.305,179.388,6.750,5.337,3.578,1.886,0.509,0.348,1.4188,0.1484,0.0654,1.462,,0.175,0.421,,0.0067,-0.0023,0.0126
SrO,SrO,Monoxide,"Rocksalt, Fm-3m",7,4,5.009,174.2,55.9,47.4,89.667,58.676,58.900,58.788,58.792,58.786,58.789,1.525,0.231,144.734,5.792,4.231,3.426,1.691,0.272,0.321,0.8817,0.0190,0.0085,0.190,,0.273,0.198,,0.0065,-0.0014,0.0179
Monteponite,CdO,Monoxide,"Rocksalt, Fm-3m",7,4.AB,8.27,184.0,45.8,96.0,125.330,45.061,45.078,45.069,45.070,45.070,45.070,2.781,0.339,120.735,4.735,3.893,2.334,2.028,0.522,0.249,1.0410,0.0019,0.0009,0.019,,0.325,0.352,,0.0085,-0.0029,0.0218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuprite,Cu2O,Hemioxide,"Cuprite, Pn-3m",7,4.AA,6.07,121,12.1,105,110.333,10.041,10.460,10.251,10.266,10.305,10.285,10.763,0.455,29.828,4.520,4.263,1.300,3.478,0.868,0.100,1.5125,0.2084,0.0913,2.041,,0.288,0.618,,0.0427,-0.0198,0.0826
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uraninite,UO2,Dioxide,"Fluorite, Fm-3m",7,4.DL,10.97,392.5,61.9,120,210.833,79.184,91.640,85.412,86.266,84.281,85.273,2.468,0.322,225.751,5.441,4.384,2.790,1.950,0.306,0.158,0.4543,0.7865,0.3267,7.292,,0.560,0.134,,0.0030,-0.0007,0.0162
Thorianite,ThO2,Dioxide,"Fluorite, Fm-3m",7,4.DL,10.01,367,79.7,106,193.000,94.399,100.020,97.209,97.476,96.918,97.197,1.985,0.284,249.705,5.677,4.391,3.116,1.822,0.289,0.217,0.6107,0.2977,0.1293,2.891,,0.442,0.161,,0.0031,-0.0007,0.0125
Cerianite,CeO2,Dioxide,"Fluorite, Fm-3m",7,4.DL,7.22,403,60,105,204.333,78.836,95.600,87.218,88.378,85.319,86.848,2.343,0.313,229.063,6.664,5.320,3.476,1.917,0.261,0.149,0.4027,1.0632,0.4311,9.610,,0.581,0.109,,0.0028,-0.0006,0.0167
Yttria stabilitzed Zirconia,ZrO2x8.5%Y2O3,Dioxide,"Fluorite, Fm-3m",7,4,5.96,430,64,94,206.000,85.063,105.600,95.332,96.698,92.747,94.723,2.161,0.300,247.774,7.476,5.879,3.999,1.869,0.219,0.149,0.3810,1.2071,0.4836,10.771,,0.581,0.092,,0.0025,-0.0005,0.0156
Yttria stabilitzed Zirconia,ZrO2x12%Y2O3,Dioxide,"Fluorite, Fm-3m",7,4,5.908,413,61,112,212.333,80.039,96.800,88.420,89.597,86.555,88.076,2.401,0.317,232.927,7.476,5.995,3.869,1.933,0.271,0.148,0.4053,1.0470,0.4251,9.478,,0.584,0.113,,0.0027,-0.0006,0.0164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yttriaite,Y2O3,Sesquioxide,"Bixbyite, Ia-3",7,4.CB,5.033,223.7,74.6,112.4,149.500,65.657,67.020,66.338,66.341,66.422,66.381,2.254,0.307,173.372,6.876,5.450,3.631,1.894,0.502,0.333,1.3405,0.1038,0.0459,1.027,,0.199,0.403,,0.0067,-0.0023,0.0134
Avicennite,Tl2O3,Sesquioxide,"Bixbyite, Ia-3",7,4.CB,10.2,177,32.8,99.2,125.133,34.995,35.240,35.118,35.132,35.123,35.127,3.563,0.372,96.340,4.106,3.503,1.856,2.213,0.560,0.185,0.8432,0.0350,0.0156,0.349,,0.431,0.319,,0.0095,-0.0034,0.0305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinel ,MgAl2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,3.578,282.3,153.9,155.8,197.967,97.821,117.640,107.731,106.295,109.823,108.059,1.838,0.270,273.568,9.771,7.438,5.487,1.781,0.552,0.545,2.4332,1.0130,0.4125,9.198,,-0.073,0.592,,0.0058,-0.0021,0.0065
Spinel (Natural),MgAl2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,3.574,292.5,156.6,168.9,210.100,97.051,118.680,107.865,106.237,110.272,108.254,1.948,0.281,276.310,9.951,7.667,5.494,1.811,0.577,0.535,2.5340,1.1143,0.4499,10.026,,-0.081,0.624,,0.0059,-0.0022,0.0064
MgO 3.5Al2O3,MgO 3.5Al2O3,Multiple Oxide,"Spinel, Fd-3m",7,4,3.630,300.5,158.5,153.7,202.633,108.283,124.460,116.371,115.400,117.892,116.646,1.741,0.259,293.021,9.928,7.471,5.662,1.753,0.511,0.527,2.1594,0.7470,0.3113,6.951,,-0.033,0.528,,0.0051,-0.0017,0.0063
MgO 3.0Al2O3,MgO 3.0Al2O3,Multiple Oxide,"Spinel, Fd-3m",7,4,3.624,299,158,154.4,202.600,107.181,123.720,115.451,114.440,117.027,115.733,1.755,0.261,291.065,9.919,7.477,5.644,1.757,0.516,0.528,2.1853,0.7715,0.3209,7.163,,-0.036,0.535,,0.0052,-0.0018,0.0063
MgO 2.6Al2O3,MgO 2.6Al2O3,Multiple Oxide,"Spinel, Fd-3m",7,4,3.6193,298.6,157.6,153.7,202.000,107.202,123.540,115.371,114.380,116.920,115.650,1.751,0.260,290.758,9.915,7.471,5.646,1.756,0.515,0.528,2.1753,0.7620,0.3172,7.080,,-0.035,0.533,,0.0052,-0.0018,0.0063
Spinel-Hercynite,(Mg0.82Fe3+0.09Fe2+0.09)(Al1.76Fe0.06Cr0.18)O4,Multiple Oxide,"Spinel, Fd-3m",7,4,3.83,264.8,142.6,154.5,191.267,87.256,107.620,97.438,95.858,99.739,97.799,1.963,0.282,249.881,9.158,7.067,5.044,1.816,0.583,0.539,2.5857,1.1669,0.4690,10.450,,-0.088,0.635,,0.0066,-0.0024,0.0070
Spinel-Hercynite,(Mg0.75Fe0.36)Al1.9O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,3.826,269.5,143.5,163.3,198.700,85.367,107.340,96.353,94.562,98.953,96.758,2.062,0.291,248.838,9.247,7.207,5.018,1.843,0.606,0.532,2.7024,1.2870,0.5122,11.402,,-0.100,0.666,,0.0068,-0.0026,0.0070
Hercynite,FeAl2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.280,266.0,133.5,182.5,210.333,71.047,96.800,83.923,81.400,87.467,84.433,2.506,0.324,222.215,8.677,7.010,4.428,1.959,0.686,0.502,3.1976,1.8124,0.6916,15.343,,-0.148,0.788,,0.0085,-0.0035,0.0075
Spinel-Galaxite,(Mg0.74Mn0.26)Al2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,3.73,282.6,145.5,161.5,201.867,93.198,111.520,102.359,101.114,104.339,102.726,1.972,0.283,262.679,9.524,7.357,5.239,1.818,0.571,0.515,2.4030,0.9829,0.4013,8.950,,-0.057,0.604,,0.0061,-0.0022,0.0069
Spinel-Galaxite,(Mg0.53Mn0.47)Al2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,3.86,282.7,143.1,162.3,202.433,92.273,109.940,101.107,99.941,103.015,101.478,2.002,0.286,260.029,9.347,7.242,5.118,1.826,0.574,0.506,2.3771,0.9573,0.3917,8.737,,-0.051,0.603,,0.0061,-0.0022,0.0070
Spinel-Galaxite,(Mg0.24Mn0.76)Al2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.02,276.4,129.7,164.8,202.000,84.785,100.140,92.463,91.546,94.159,92.853,2.185,0.301,240.667,8.995,7.089,4.796,1.876,0.596,0.469,2.3244,0.9055,0.3722,8.303,,-0.029,0.614,,0.0065,-0.0024,0.0077
Galaxite,MnAl2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.15,271.3,124.9,164.8,200.300,81.198,96.240,88.719,87.823,90.414,89.119,2.258,0.307,231.916,8.762,6.947,4.624,1.895,0.607,0.460,2.3455,0.9263,0.3800,8.477,,-0.029,0.625,,0.0068,-0.0026,0.0080
Gahnite-Hercynite,(Zn0.74Fe0.18Mg0.08)Al2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.644,290,146,169,209.333,93.273,111.800,102.537,101.293,104.575,102.934,2.042,0.289,264.435,8.632,6.714,4.699,1.837,0.583,0.503,2.4132,0.9931,0.4051,9.034,,-0.054,0.614,,0.0060,-0.0022,0.0068
CoAl2O4,CoAl2O4,Multiple Oxide,"Spinel, Fd-3m",7,4,4.416,290.5,138.6,170.3,210.367,91.037,107.200,99.118,98.151,100.873,99.512,2.122,0.296,256.993,8.807,6.902,4.738,1.859,0.586,0.477,2.3062,0.8877,0.3654,8.154,,-0.030,0.604,,0.0061,-0.0022,0.0072
CoFe2O4,CoFe2O4,Multiple Oxide,"Spinel, Fd-3m",7,4,5.304,257.1,85.3,150.0,185.700,68.948,72.600,70.774,70.743,71.089,70.916,2.624,0.331,188.389,7.267,5.917,3.653,1.989,0.583,0.332,1.5929,0.2648,0.1154,2.580,,0.153,0.494,,0.0068,-0.0025,0.0117
Jacobsite,MnFe2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.0,213,86,135,161.000,58.028,67.200,62.614,62.184,63.660,62.922,2.571,0.328,166.285,6.993,5.675,3.539,1.976,0.634,0.404,2.2051,0.7903,0.3281,7.325,,0.014,0.625,,0.0092,-0.0036,0.0116
Franklinite-Jacobsite,(Mn0.40Fe0.16Zn0.37Mg0.03)(Fe1.94Al0.08)O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.038,244,77,142,176.000,63.958,66.600,65.279,65.273,65.496,65.385,2.696,0.335,174.288,7.226,5.911,3.600,2.007,0.582,0.316,1.5098,0.2066,0.0905,2.024,,0.178,0.478,,0.0072,-0.0026,0.0130
Jacobsite-Zincochromite,(Mn0.49Zn0.45)Fe2.06O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.133,234,88.5,142,172.667,64.619,71.500,68.060,67.847,68.764,68.305,2.537,0.326,180.467,7.164,5.800,3.641,1.967,0.607,0.378,1.9239,0.5324,0.2263,5.055,,0.070,0.564,,0.0079,-0.0030,0.0113
Jacobsite-Zincochromite,(Mn0.62Zn0.34)Fe2.04O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.2,249,78,169,195.667,56.522,62.800,59.661,59.516,60.383,59.949,3.280,0.362,162.470,7.275,6.134,3.387,2.148,0.679,0.313,1.9500,0.5554,0.2355,5.262,,0.095,0.615,,0.0089,-0.0036,0.0128
Trevorite,NiFe2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.369,273.1,82.3,160.7,198.167,69.407,71.860,70.633,70.640,70.832,70.736,2.806,0.341,189.397,7.379,6.075,3.627,2.034,0.588,0.301,1.4644,0.1767,0.0777,1.737,,0.196,0.473,,0.0065,-0.0024,0.0122
Franklinite,ZnFe2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.324,250.5,96.2,148.4,182.433,71.061,78.140,74.600,74.389,75.300,74.844,2.445,0.320,196.955,7.277,5.854,3.743,1.944,0.592,0.384,1.8844,0.4981,0.2124,4.745,,0.074,0.549,,0.0071,-0.0027,0.0104
Magnetite,Fe3O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.196,260.5,63.3,148.3,185.700,60.209,60.420,60.315,60.321,60.326,60.324,3.079,0.353,163.267,7.157,5.978,3.407,2.101,0.569,0.243,1.1283,0.0175,0.0078,0.175,,0.309,0.393,,0.0065,-0.0024,0.0158
Ulvospinel,Fe2TiO4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.775,139.0,39.6,112.0,121.000,22.331,29.160,25.745,25.280,26.834,26.057,4.700,0.401,72.121,5.703,5.034,2.322,2.456,0.806,0.285,2.9333,1.5291,0.5966,13.263,,-0.058,0.853,,0.0256,-0.0114,0.0253
Chromite,FeCr2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,4.45,322,117,144,203.333,103.922,105.800,104.861,104.855,104.958,104.907,1.939,0.280,268.438,8.781,6.760,4.854,1.809,0.447,0.363,1.3146,0.0903,0.0400,0.895,,0.181,0.366,,0.0043,-0.0013,0.0085
NiCr2O4,NiCr2O4,Multiple Oxide,"Spinel, Fd-3m",7,4,5.257,174,58,169,170.667,5.870,35.800,20.835,9.761,27.777,18.769,8.191,0.441,60.062,6.144,5.698,1.991,3.086,0.971,0.333,23.2000,25.4917,4.0428,71.824,,-0.775,1.724,,0.1340,-0.0660,0.0172
"(Ni,Zn)Cr2O4",Ni0.73Zn0.27Cr2O4,Multiple Oxide,"Spinel, Fd-3m",7,4,5.276,196,61,172,180.000,23.165,41.400,32.282,29.500,35.782,32.641,5.576,0.415,91.384,6.502,5.841,2.474,2.629,0.878,0.311,5.0833,3.9361,1.2984,28.244,,-0.297,1.138,,0.0284,-0.0133,0.0164
"(Ni,Zn)Cr2O4",Ni0.37Zn0.63Cr2O4,Multiple Oxide,"Spinel, Fd-3m",7,4,5.324,239,81,180,199.667,47.695,60.400,54.047,53.227,55.897,54.562,3.694,0.376,148.723,7.144,6.124,3.186,2.242,0.753,0.339,2.7458,1.3320,0.5281,11.754,,-0.046,0.787,,0.0119,-0.0051,0.0123
Zincochromite,ZnCr2O4,Multiple Oxide,"Spinel, Fd-3m",7,4.BB,5.367,256,85,142,180.000,71.041,73.800,72.421,72.409,72.633,72.521,2.485,0.323,191.570,7.178,5.791,3.673,1.954,0.555,0.332,1.4912,0.1942,0.0852,1.905,,0.172,0.459,,0.0065,-0.0023,0.0118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tausonite,SrTIO3,Multiple Oxide,"Perovskite, Pm-3m",7,4.CC,5.12,315.8,122.5,102.2,173.400,115.697,116.220,115.958,115.956,115.970,115.963,1.495,0.227,284.465,8.004,5.820,4.759,1.682,0.324,0.388,1.1470,0.0226,0.0101,0.226,,0.179,0.266,,0.0038,-0.0009,0.0082
KTaO3,KTaO3,Multiple Oxide,"Perovskite, Pm-3m",7,4,7.012,393.6,107.1,130,217.867,115.779,116.980,116.380,116.416,116.366,116.391,1.872,0.273,296.368,7.294,5.574,4.074,1.790,0.330,0.272,0.8126,0.0519,0.0231,0.516,,0.343,0.217,,0.0030,-0.0008,0.0093
KNbO3  (733 K),KNbO3  (733 K),Multiple Oxide,"Perovskite, Pm-3m",7,4,4.585,255,90,80,138.333,88.983,89.000,88.992,88.992,88.992,88.992,1.554,0.235,219.834,7.487,5.493,4.406,1.699,0.314,0.353,1.0286,0.0010,0.0004,0.010,,0.225,0.243,,0.0046,-0.0011,0.0111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sillenite (BSO),Bi12SiO20,Multiple Oxide,"Sillenite, I23",7,4.CB,9.15,129,24.7,29.4,62.600,30.937,34.740,32.839,33.041,32.508,32.774,1.906,0.277,83.853,3.410,2.616,1.894,1.800,0.228,0.191,0.4960,0.6146,0.2592,5.790,,0.492,0.116,,0.0085,-0.0016,0.0405
BGO,Bi12GeO20,Multiple Oxide,"Sillenite, I23",7,4,9.23,127.5,25.5,28,61.167,31.676,35.200,33.438,33.614,33.144,33.379,1.829,0.269,84.852,3.385,2.574,1.903,1.778,0.220,0.200,0.5126,0.5563,0.2359,5.269,,0.475,0.115,,0.0085,-0.0015,0.0392
BTO,Bi12TiO20,Multiple Oxide,"Sillenite, I23",7,4,9.074,125,24.2,27.5,60.000,30.304,34.020,32.162,32.356,31.836,32.096,1.866,0.273,81.860,3.367,2.571,1.883,1.789,0.220,0.194,0.4964,0.6130,0.2586,5.776,,0.487,0.113,,0.0087,-0.0016,0.0413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
